Bait_full_name (and modifications, batch id)	Bait	Prey	Interaction_type	log2FC	pvalue	log2FC(noR_for_direct)	pvalue(noR_for_direct)	log2FC(R_for_direct)	pvalue(R_for_direct)	in_CORUM	CORUM_complex	in_Mentha	Mentha_score	in_HI	in_HIPPIE	HIPPIE_score	in_recY2H	recY2H_score	PPI_support	Life_cycle_step	bait_eclipped	prey_eclipped	Bait_targets_cnt	Prey_targets_cnt	shared_targets	Bait_main_location	Prey_main_location	Bait_main_location(nucl/cyto)	Prey_main_location(nucl/cyto)	Prey_is_RBP	Prey_HydRa_score	Prey_PSP_PScore	Bait_Disgenet_disease_#1	Bait_Disgenet_disease_#2	Prey_Disgenet_disease_#1	Prey_Disgenet_disease_#2	Prey_SAFE_localization	Prey_MMF_localization	Bait_SAFE_localization	Bait_MMF_localization	Prey_NMF_localization_2018
DLD	DLD	RRP1B	RNA shielded	1.52492463567738	0.0121546377401545	1.52492463567738	0.0121546377401545	1.52492463567738	0.0121546377401545	False		False		False	False		False		False		False	False				Mitochondria	Nucleoli	cytoplasm	nucleus	1.0	0.9969497018775786	1.84	NADH cytochrome B5 reductase deficiency	Maple Syrup Urine Disease	Coronary Artery Disease	Malignant neoplasm of breast	splicing speckles, nucleolus	nucleolus	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	 nucleolus
DLD	DLD	SRSF4	RNA shielded	2.2935299074461	0.0031230228325597	2.2935299074461	0.0031230228325597	2.2935299074461	0.0031230228325597	False		False		False	False		False		False		False	False				Mitochondria	Nuclear speckles	cytoplasm	nucleus	1.0	1.0	2.72	NADH cytochrome B5 reductase deficiency	Maple Syrup Urine Disease	Hepatitis C	Hepatitis B	chromatin, nucleoplasm	nuclear body	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLD	DLD	ZNF512	RNA shielded	1.7699061112058	0.0052132709965148	1.7699061112058	0.0052132709965148	1.7699061112058	0.0052132709965148	False		False		False	False		False		False		False	False				Mitochondria	Nucleoplasm	cytoplasm	nucleus	0.0	0.9799821919210748	2.02	NADH cytochrome B5 reductase deficiency	Maple Syrup Urine Disease	Arthritis, Gouty	Gout	chromatin, nucleoplasm	nucleoplasm	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	;BCKDHA	RNA mediated	3.76944541020972	0.0067266929088796	3.76944541020972	0.0067266929088796	3.76944541020972	0.0067266929088796	False		False		False	False		False		False		False	False										1.58	Wernicke-Korsakoff Syndrome	Paraganglioma	No Disgenet record	No Disgenet record			mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	BCKDK	RNA mediated	2.10356144488682	0.0087494474689967	2.10356144488682	0.0087494474689967	2.10356144488682	0.0087494474689967	False		False		False	False		False		False		False	False					Mitochondria		cytoplasm	0.0	0.8378212702267841	0.72	Wernicke-Korsakoff Syndrome	Paraganglioma	BRANCHED-CHAIN KETO ACID DEHYDROGENASE KINASE DEFICIENCY	Other disorders of branched-chain amino-acid metabolism	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	C14orf166	RNA shielded	1.9346146599308	0.0042707995614842	1.9346146599308	0.0042707995614842	1.9346146599308	0.0042707995614842	False		False		False	False		False		False		False	False								1.0	0.9790973354171096		Wernicke-Korsakoff Syndrome	Paraganglioma	No Disgenet record	No Disgenet record			mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	 cytoplasmic ribonucleoprotein granule
DLST	DLST	CCAR1	RNA mediated	3.48350879881567	0.0042986580294374	3.48350879881567	0.0042986580294374	3.48350879881567	0.0042986580294374	False		False		False	False		False		False		False	False					Nucleoplasm		nucleus	1.0	0.9967879554088008	2.09	Wernicke-Korsakoff Syndrome	Paraganglioma	Colorectal Carcinoma	Malignant neoplasm of breast	paraspeckles	nuclear body	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	 ribonucleoprotein complex
DLST	DLST	CENPV	RNA shielded	1.59558966373542	0.022719919255575	1.59558966373542	0.022719919255575	1.59558966373542	0.022719919255575	False		False		False	False		False		False		False	False					Nucleoplasm		nucleus	0.0	0.9487621799714848	1.0	Wernicke-Korsakoff Syndrome	Paraganglioma	Amyotrophic Lateral Sclerosis	Leukemia, Myelocytic, Acute	chromatin, nucleoplasm	chromatin	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	DBT	RNA shielded	4.63279564681135	0.0075574643880064	4.63279564681135	0.0075574643880064	4.63279564681135	0.0075574643880064	False		True	0.081	False	True	0.49	False		True		False	False					Mitochondria		cytoplasm	1.0	0.9789460947691664	0.0	Wernicke-Korsakoff Syndrome	Paraganglioma	Maple Syrup Urine Disease	MAPLE SYRUP URINE DISEASE, TYPE II	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	DLAT	Direct	4.83118113152629	0.0063889973579814	4.83118113152629	0.0063889973579814	3.39042525350475	0.0112037748675718	False		True	0.196	False	True	0.73	False		True		False	False					Mitochondria		cytoplasm	1.0	0.970014211942682	1.3	Wernicke-Korsakoff Syndrome	Paraganglioma	Pyruvate Dehydrogenase E2 Deficiency	Pyruvate Dehydrogenase Complex Deficiency Disease	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	DLD	Direct	4.18742438069637	0.004533697701417	4.18742438069637	0.004533697701417	4.17461074414976	0.0045880043666551	True	KAT2A-Oxoglutarate dehydrogenase complex	True	0.196	False	True	0.83	False		True		False	False					Mitochondria		cytoplasm	1.0	0.9978568493150012	0.1	Wernicke-Korsakoff Syndrome	Paraganglioma	NADH cytochrome B5 reductase deficiency	Maple Syrup Urine Disease	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	DLST	Direct	3.63196940284196	0.006857811946837	3.63196940284196	0.006857811946837	2.62985581504729	0.0117111783710586	True	KAT2A-Oxoglutarate dehydrogenase complex	False		False	False		False		True		False	False								1.0	0.9864656051926928	1.26	Wernicke-Korsakoff Syndrome	Paraganglioma	Wernicke-Korsakoff Syndrome	Paraganglioma	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	 mitochondrion
DLST	DLST	EMD	RNA mediated	4.89207114973877	0.0034349196042804	4.89207114973877	0.0034349196042804	4.89207114973877	0.0034349196042804	False		True	0.126	False	True	0.63	False		True		False	False					Endoplasmic reticulum;Nuclear membrane		nucleus	1.0	0.9180231319048172	0.54	Wernicke-Korsakoff Syndrome	Paraganglioma	X-Linked Emery-Dreifuss Muscular Dystrophy	Muscular Dystrophy, Emery-Dreifuss	nuclear outer membrane-ER membrane network	nuclear outer membrane-ER membrane network	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	 endoplasmic reticulum
DLST	DLST	FAM98A	RNA shielded	1.62465792908956	0.0389441157111184	1.62465792908956	0.0389441157111184	1.62465792908956	0.0389441157111184	False		False		False	False		False		False		False	False					Vesicles		secretory	1.0	0.9994570390808892	12.68	Wernicke-Korsakoff Syndrome	Paraganglioma	Non-Small Cell Lung Carcinoma	Malignant neoplasm of lung			mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	 cytoplasmic ribonucleoprotein granule
DLST	DLST	FAU	RNA shielded	1.90912049254413	0.0129978736821884	1.90912049254413	0.0129978736821884	1.90912049254413	0.0129978736821884	False		False		False	False		False		False		False	False					Cytosol;Endoplasmic reticulum		cytoplasm	1.0	0.9984534273001604		Wernicke-Korsakoff Syndrome	Paraganglioma	Burkitt Lymphoma	Chronic Lymphocytic Leukemia			mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	LYAR	RNA shielded	1.90938818821679	0.0224939858710673	1.90938818821679	0.0224939858710673	1.90938818821679	0.0224939858710673	False		False		False	False		False		False		False	False					Nucleoli		nucleus	1.0	0.9975121263272668	1.41	Wernicke-Korsakoff Syndrome	Paraganglioma	Medulloblastoma	Neuroblastoma	splicing speckles, nucleolus	nucleolus	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	MCCC2	RNA mediated	3.69536240388448	0.0080602395916205	3.69536240388448	0.0080602395916205	3.69536240388448	0.0080602395916205	False		False		False	False		False		False		False	False					Mitochondria		cytoplasm	0.0	0.933256615190464	0.61	Wernicke-Korsakoff Syndrome	Paraganglioma	3-methylcrotonyl CoA carboxylase 2 deficiency	3-methylcrotonyl CoA carboxylase 1 deficiency	no prediction	mitochondrial inner membrane, mitochondrial intermembrane space	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	MRPS36	Direct	6.52942153797636	0.0033110117189128	6.52942153797636	0.0033110117189128	1.77459584897922	0.0073902711172364	False		False		False	False		False		False		False	False					Mitochondria		cytoplasm	1.0	0.9943988109083935		Wernicke-Korsakoff Syndrome	Paraganglioma	No Disgenet record	No Disgenet record	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	 mitochondrion
DLST	DLST	NOL6	RNA shielded	1.70429670538734	0.0078343931363846	1.70429670538734	0.0078343931363846	1.70429670538734	0.0078343931363846	False		False		False	False		False		False		False	False					Nucleoli		nucleus	1.0	0.9918807979861596	1.03	Wernicke-Korsakoff Syndrome	Paraganglioma	Human immunodeficiency virus (HIV) II infection category B1		splicing speckles, nucleolus	nucleolus	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	NOP2	RNA shielded	1.88291949425608	0.0041695693613802	1.88291949425608	0.0041695693613802	1.88291949425608	0.0041695693613802	False		False		False	False		False		False		False	False					Nucleoli		nucleus	1.0	0.9990448664623964	1.71	Wernicke-Korsakoff Syndrome	Paraganglioma	Breast Carcinoma	Malignant neoplasm of breast	splicing speckles, nucleolus	nucleolus	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	 nucleolus
DLST	DLST	NPM1	RNA shielded	2.14992496470603	0.005738211071977	2.14992496470603	0.005738211071977	2.14992496470603	0.005738211071977	False		False		False	False		False		False		False	True		34.0			Nucleoli		nucleus	1.0	0.9969093566097696	0.26	Wernicke-Korsakoff Syndrome	Paraganglioma	Leukemia, Myelocytic, Acute	Acute Promyelocytic Leukemia	splicing speckles, nucleolus	nucleolus	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	 nucleus
DLST	DLST	OGDH	Direct	1.71633787701173	0.0045880043666551	4.80767850873542	0.0070737357046753	1.71633787701173	0.0045880043666551	True	KAT2A-Oxoglutarate dehydrogenase complex	True	0.416	False	True	0.95	False		True		False	False					Mitochondria		cytoplasm			1.4	Wernicke-Korsakoff Syndrome	Paraganglioma	ALPHA-KETOGLUTARATE DEHYDROGENASE DEFICIENCY	Hepatitis, Toxic	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	 mitochondrion
DLST	DLST	PDHA1	Direct	4.57524667642918	0.0063689363867535	4.57524667642918	0.0063689363867535	3.03792146201804	0.011895566104426	False		False		False	False		False		False		False	False					Mitochondria		cytoplasm	0.0	0.9381670702890764	0.47	Wernicke-Korsakoff Syndrome	Paraganglioma	Pyruvate Dehydrogenase Complex Deficiency Disease	Pyruvate Dehydrogenase E1 Alpha Deficiency	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	PDHB	Direct	5.20482368411797	0.0042234283100176	5.20482368411797	0.0042234283100176	1.47883623195516	0.0069458063996279	False		True	0.126	False	True	0.7	False		True		False	False					Mitochondria		cytoplasm	1.0	0.9807241727332776	0.84	Wernicke-Korsakoff Syndrome	Paraganglioma	Pyruvate Dehydrogenase E1-Beta Deficiency	Pyruvate Dehydrogenase Complex Deficiency Disease	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	PDHX	Direct	2.46199946831893	0.0038316813869023	2.46199946831893	0.0038316813869023	1.72661610546996	0.0213042535924933	False		False		False	False		False		False		False	False					Nucleoplasm;Plasma membrane		nucleus	0.0	0.9295080824377352	1.19	Wernicke-Korsakoff Syndrome	Paraganglioma	Pyruvate Dehydrogenase E3-Binding Protein Deficiency	Profound Mental Retardation	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	PPAN-P2RY11;PPAN	RNA shielded	1.51260729210258	0.0337044847133037	1.51260729210258	0.0337044847133037	1.51260729210258	0.0337044847133037	False		False		False	False		False		False		False	False										0.72	Wernicke-Korsakoff Syndrome	Paraganglioma	No Disgenet record	No Disgenet record			mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	RCL1	RNA shielded	2.11490434728564	0.003574211966604	2.11490434728564	0.003574211966604	2.11490434728564	0.003574211966604	False		False		False	False		False		False		False	False					Nucleoplasm		nucleus	1.0	0.9920985231540458	0.25	Wernicke-Korsakoff Syndrome	Paraganglioma	Adenocarcinoma of lung (disorder)	Leukemia, Myelocytic, Acute			mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	 nucleolus
DLST	DLST	RECQL5	RNA shielded	1.51454645592433	0.0364883040389161	1.51454645592433	0.0364883040389161	1.51454645592433	0.0364883040389161	False		False		False	False		False		False		False	False					Nucleoplasm		nucleus	1.0	0.9734952240899666	2.88	Wernicke-Korsakoff Syndrome	Paraganglioma	Osteosarcoma	Osteosarcoma of bone	no prediction	nucleolus	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	 chromosome
DLST	DLST	RPL11	RNA shielded	1.72095121389781	0.0122860389582089	1.72095121389781	0.0122860389582089	1.72095121389781	0.0122860389582089	False		False		False	False		False		False		False	False					Vesicles		secretory	1.0	0.9997136163508826	0.26	Wernicke-Korsakoff Syndrome	Paraganglioma	Diamond-Blackfan Anemia 7	Anemia, Diamond-Blackfan	-	miscellaneous	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	 cytoplasmic ribonucleoprotein granule
DLST	DLST	RPL13	RNA shielded	1.39803995390134	0.0333875425617722	1.39803995390134	0.0333875425617722	1.39803995390134	0.0333875425617722	False		False		False	False		False		False		False	False					Cytosol;Endoplasmic reticulum;Nucleoli		nucleus&cytoplasm	1.0	1.0	-0.12	Wernicke-Korsakoff Syndrome	Paraganglioma	Malignant neoplasm of stomach	Anemia, Diamond-Blackfan	-	miscellaneous	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	RPL14	RNA shielded	1.52012134552277	0.0168597937172759	1.52012134552277	0.0168597937172759	1.52012134552277	0.0168597937172759	False		False		False	False		False		False		False	False					Cytosol;Endoplasmic reticulum		cytoplasm	1.0	0.9992565649462812	1.35	Wernicke-Korsakoff Syndrome	Paraganglioma	Renal Cell Carcinoma	Parkinson Disease	-	nucleolus	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	RPL15	RNA shielded	5.89422233566287	0.0039287021532332	5.89422233566287	0.0039287021532332	5.89422233566287	0.0039287021532332	False		False		False	False		False		False		False	False								1.0	0.9996852926531228	-0.63	Wernicke-Korsakoff Syndrome	Paraganglioma	Anemia, Diamond-Blackfan	DIAMOND-BLACKFAN ANEMIA 12	spliceosomal complex I	miscellaneous	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	RPL18A	RNA shielded	1.80700581409923	0.0249962245289314	1.80700581409923	0.0249962245289314	1.80700581409923	0.0249962245289314	False		False		False	False		False		False		False	False					Cytosol;Nucleoli		nucleus&cytoplasm	1.0	0.9989617908310194	0.01	Wernicke-Korsakoff Syndrome	Paraganglioma	Alcohol abuse	Peripheral T-Cell Lymphoma	-	miscellaneous	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	RPL26L1	RNA shielded	1.86314475279412	0.0309425856945039	1.86314475279412	0.0309425856945039	1.86314475279412	0.0309425856945039	False		False		False	False		False		False		False	False					Cytosol;Endoplasmic reticulum		cytoplasm	1.0	0.999451323465122	-0.31	Wernicke-Korsakoff Syndrome	Paraganglioma	No Disgenet record	No Disgenet record			mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	RPL30	RNA shielded	1.94295162566019	0.0126878247280904	1.94295162566019	0.0126878247280904	1.94295162566019	0.0126878247280904	False		True	0.126	False	True	0.7	False		True		False	False					Cytosol;Endoplasmic reticulum		cytoplasm	1.0	0.9993112943526098		Wernicke-Korsakoff Syndrome	Paraganglioma	Malignant tumor of colon	Medulloblastoma			mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	 nucleolus
DLST	DLST	RPL32	RNA shielded	1.80387966896881	0.0183078365992759	1.80387966896881	0.0183078365992759	1.80387966896881	0.0183078365992759	False		False		False	False		False		False		False	False					Cytosol;Endoplasmic reticulum		cytoplasm	1.0	0.9992193388223414		Wernicke-Korsakoff Syndrome	Paraganglioma	Non-Small Cell Lung Carcinoma	Heart failure			mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	RPL35	RNA shielded	1.74983922297429	0.0048738009298657	1.74983922297429	0.0048738009298657	1.74983922297429	0.0048738009298657	False		False		False	False		False		False		False	False					Cytosol;Endoplasmic reticulum		cytoplasm	1.0	0.9992604782973578		Wernicke-Korsakoff Syndrome	Paraganglioma	Anemia, Diamond-Blackfan	Aase Smith syndrome 2			mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	RPL36	RNA shielded	1.41217919773268	0.0350431577085126	1.41217919773268	0.0350431577085126	1.41217919773268	0.0350431577085126	False		False		False	False		False		False		False	False					Cytosol;Endoplasmic reticulum		cytoplasm	1.0	0.9994049689080704		Wernicke-Korsakoff Syndrome	Paraganglioma	Anemia, Diamond-Blackfan	Glioma			mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	RPL36A;RPL36A-HNRNPH2	RNA shielded	1.36948930074888	0.0183078365992759	1.36948930074888	0.0183078365992759	1.36948930074888	0.0183078365992759	False		False		False	False		False		False		False	False					Cytosol;Endoplasmic reticulum		cytoplasm				Wernicke-Korsakoff Syndrome	Paraganglioma	No Disgenet record	No Disgenet record			mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	RPL36AL	RNA shielded	1.37910745215237	0.0478045505029273	1.37910745215237	0.0478045505029273	1.37910745215237	0.0478045505029273	False		False		False	False		False		False		False	False					Cytosol;Endoplasmic reticulum		cytoplasm				Wernicke-Korsakoff Syndrome	Paraganglioma	No Disgenet record	No Disgenet record			mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	RPL37A	RNA shielded	1.6749363041517	0.006456516734378	1.6749363041517	0.006456516734378	1.6749363041517	0.006456516734378	False		False		False	False		False		False		False	False					Cytosol;Endoplasmic reticulum		cytoplasm	1.0	0.9992608299079722		Wernicke-Korsakoff Syndrome	Paraganglioma	Polycystic Ovary Syndrome	Sclerocystic Ovaries			mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	RPL5	RNA shielded	2.72218289691808	0.0231777077911169	2.72218289691808	0.0231777077911169	2.72218289691808	0.0231777077911169	False		False		False	False		False		False		False	False					Cytosol;Endoplasmic reticulum		cytoplasm	1.0	1.0	0.58	Wernicke-Korsakoff Syndrome	Paraganglioma	Aase Smith syndrome 2	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	-	nucleoplasm	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	RPL7A	RNA shielded	1.53309150322998	0.0361484815448902	1.53309150322998	0.0361484815448902	1.53309150322998	0.0361484815448902	False		False		False	False		False		False		False	False					Nucleoli		nucleus	1.0	0.9995281170576368	0.05	Wernicke-Korsakoff Syndrome	Paraganglioma	Malignant neoplasm of breast	Colorectal Carcinoma	-	miscellaneous	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	RPLP1	RNA shielded	1.94405473755401	0.0168597937172759	1.94405473755401	0.0168597937172759	1.94405473755401	0.0168597937172759	False		False		False	False		False		False		False	False					Cytosol;Endoplasmic reticulum		cytoplasm	1.0	0.997555166181886		Wernicke-Korsakoff Syndrome	Paraganglioma	Malignant tumor of colon	Neuroectodermal Tumor, Melanotic			mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	RPS11	RNA shielded	1.58163725364181	0.0408181471838122	1.58163725364181	0.0408181471838122	1.58163725364181	0.0408181471838122	False		False		False	False		False		False		False	True		30.0			Cytosol;Endoplasmic reticulum		cytoplasm	1.0	1.0	-0.1	Wernicke-Korsakoff Syndrome	Paraganglioma	Glioblastoma	Glioblastoma Multiforme	-	miscellaneous	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	RPS13	RNA shielded	4.56564327799959	0.0062834329270469	4.56564327799959	0.0062834329270469	4.56564327799959	0.0062834329270469	False		False		False	False		False		False		False	False					Endoplasmic reticulum		secretory	1.0	0.9986198082717432	0.6000000000000001	Wernicke-Korsakoff Syndrome	Paraganglioma	Malignant neoplasm of stomach	Stomach Carcinoma			mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	RPS15	RNA shielded	1.70620902294598	0.0240286836808605	1.70620902294598	0.0240286836808605	1.70620902294598	0.0240286836808605	False		False		False	False		False		False		False	False					Cytosol;Endoplasmic reticulum		cytoplasm	1.0	0.9991921218292058	1.19	Wernicke-Korsakoff Syndrome	Paraganglioma	Chronic Lymphocytic Leukemia	Small Lymphocytic Lymphoma			mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	RPS16	RNA shielded	1.99669004760332	0.0119267590679914	1.99669004760332	0.0119267590679914	1.99669004760332	0.0119267590679914	False		False		False	False		False		False		False	False					Cytosol;Endoplasmic reticulum		cytoplasm	1.0	1.0	0.39	Wernicke-Korsakoff Syndrome	Paraganglioma	Malignant neoplasm of breast	Pancreatic Neoplasm			mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	RPS17	RNA shielded	5.39049816587271	0.0054764241404171	5.39049816587271	0.0054764241404171	5.39049816587271	0.0054764241404171	False		False		False	False		False		False		False	False					Cytosol;Endoplasmic reticulum		cytoplasm	1.0	0.9989042438539176		Wernicke-Korsakoff Syndrome	Paraganglioma	Anemia, Diamond-Blackfan	Diamond-Blackfan Anemia 4			mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	RPS18	RNA shielded	1.78280186232447	0.0109346490080724	1.78280186232447	0.0109346490080724	1.78280186232447	0.0109346490080724	False		False		False	False		False		False		False	False					Cytosol		cytoplasm	1.0	0.9995857016794998	-1.93	Wernicke-Korsakoff Syndrome	Paraganglioma	Rheumatoid Arthritis	Colorectal Carcinoma			mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	RPS19	RNA shielded	1.7258322391084	0.0473781462305738	1.7258322391084	0.0473781462305738	1.7258322391084	0.0473781462305738	False		False		False	False		False		False		False	False					Nucleoplasm		nucleus	1.0	0.99819866691638	0.26	Wernicke-Korsakoff Syndrome	Paraganglioma	Anemia, Diamond-Blackfan	Diamond-Blackfan Anemia 1			mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	RPS2	RNA shielded	1.45078126552917	0.0356606656097621	1.45078126552917	0.0356606656097621	1.45078126552917	0.0356606656097621	False		False		False	False		False		False		False	False					Cytosol;Endoplasmic reticulum		cytoplasm	1.0	1.0	3.66	Wernicke-Korsakoff Syndrome	Paraganglioma	Atrial Fibrillation	Paroxysmal atrial fibrillation	cytoplasmic ribonucleoprotein granule	miscellaneous	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	 cytoplasmic ribonucleoprotein granule
DLST	DLST	RPS23	RNA shielded	1.83554346584027	0.0121546377401545	1.83554346584027	0.0121546377401545	1.83554346584027	0.0121546377401545	False		False		False	False		False		False		False	False					Cytosol;Endoplasmic reticulum		cytoplasm	1.0	1.0	-0.87	Wernicke-Korsakoff Syndrome	Paraganglioma	BRACHYCEPHALY, TRICHOMEGALY, AND DEVELOPMENTAL DELAY	Microcephaly	-	miscellaneous	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	RPS25	RNA shielded	2.10230785065264	0.0072370727760003	2.10230785065264	0.0072370727760003	2.10230785065264	0.0072370727760003	False		False		False	False		False		False		False	False					Cytosol;Endoplasmic reticulum		cytoplasm	1.0	0.9987428975644754		Wernicke-Korsakoff Syndrome	Paraganglioma	Amyotrophic Lateral Sclerosis	Pick Disease of the Brain			mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	RPS26	RNA shielded	1.63351949602959	0.0343460937508696	1.63351949602959	0.0343460937508696	1.63351949602959	0.0343460937508696	False		False		False	False		False		False		False	False					Cytosol;Endoplasmic reticulum		cytoplasm	1.0	0.9994780005509736		Wernicke-Korsakoff Syndrome	Paraganglioma	Diamond-Blackfan Anemia 10	Cleft Palate			mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
DLST	DLST	RPS28	RNA shielded	1.59669793202961	0.0448863521017542	1.59669793202961	0.0448863521017542	1.59669793202961	0.0448863521017542	False		False		False	False		False		False		False	False					Cytosol		cytoplasm	1.0	0.9993207338673332		Wernicke-Korsakoff Syndrome	Paraganglioma	DIAMOND-BLACKFAN ANEMIA 15 WITH MANDIBULOFACIAL DYSOSTOSIS	Anemia, Diamond-Blackfan			mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	
